"id","codigo","nome","idestado"
"2","1100015","ALTA FLORESTA D'OESTE","2"
"3","1100023","ARIQUEMES","2"
"4","1100031","CABIXI","2"
"5","1100049","CACOAL","2"
"6","1100056","CEREJEIRAS","2"
"7","1100064","COLORADO DO OESTE","2"
"8","1100072","CORUMBIARA","2"
"9","1100080","COSTA MARQUES","2"
"10","1100098","ESPIGÃO D'OESTE","2"
"11","1100106","GUAJARÁ-MIRIM","2"
"12","1100114","JARU","2"
"13","1100122","JI-PARANÁ","2"
"14","1100130","MACHADINHO D'OESTE","2"
"15","1100148","NOVA BRASILÂNDIA D'OESTE","2"
"16","1100155","OURO PRETO DO OESTE","2"
"17","1100189","PIMENTA BUENO","2"
"18","1100205","PORTO VELHO","2"
"19","1100254","PRESIDENTE MÉDICI","2"
"20","1100262","RIO CRESPO","2"
"21","1100288","ROLIM DE MOURA","2"
"22","1100296","SANTA LUZIA D'OESTE","2"
"23","1100304","VILHENA","2"
"24","1100320","SÃO MIGUEL DO GUAPORÉ","2"
"25","1100338","NOVA MAMORÉ","2"
"26","1100346","ALVORADA D'OESTE","2"
"27","1100379","ALTO ALEGRE DOS PARECIS","2"
"28","1100403","ALTO PARAÍSO","2"
"29","1100452","BURITIS","2"
"30","1100502","NOVO HORIZONTE DO OESTE","2"
"31","1100601","CACAULÂNDIA","2"
"32","1100700","CAMPO NOVO DE RONDÔNIA","2"
"33","1100809","CANDEIAS DO JAMARI","2"
"34","1100908","CASTANHEIRAS","2"
"35","1100924","CHUPINGUAIA","2"
"36","1100940","CUJUBIM","2"
"37","1101005","GOVERNADOR JORGE TEIXEIRA","2"
"38","1101104","ITAPUÃ DO OESTE","2"
"39","1101203","MINISTRO ANDREAZZA","2"
"40","1101302","MIRANTE DA SERRA","2"
"41","1101401","MONTE NEGRO","2"
"42","1101435","NOVA UNIÃO","2"
"43","1101450","PARECIS","2"
"44","1101468","PIMENTEIRAS DO OESTE","2"
"45","1101476","PRIMAVERA DE RONDÔNIA","2"
"46","1101484","SÃO FELIPE D'OESTE","2"
"47","1101492","SÃO FRANCISCO DO GUAPORÉ","2"
"48","1101500","SERINGUEIRAS","2"
"49","1101559","TEIXEIRÓPOLIS","2"
"50","1101609","THEOBROMA","2"
"51","1101708","URUPÁ","2"
"52","1101757","VALE DO ANARI","2"
"53","1101807","VALE DO PARAÍSO","2"
"54","1200013","ACRELÂNDIA","3"
"55","1200054","ASSIS BRASIL","3"
"56","1200104","BRASILÉIA","3"
"57","1200138","BUJARI","3"
"58","1200179","CAPIXABA","3"
"59","1200203","CRUZEIRO DO SUL","3"
"60","1200252","EPITACIOLÂNDIA","3"
"61","1200302","FEIJÓ","3"
"62","1200328","JORDÃO","3"
"63","1200336","MÂNCIO LIMA","3"
"64","1200344","MANOEL URBANO","3"
"65","1200351","MARECHAL THAUMATURGO","3"
"66","1200385","PLÁCIDO DE CASTRO","3"
"67","1200393","PORTO WALTER","3"
"68","1200401","RIO BRANCO","3"
"69","1200427","RODRIGUES ALVES","3"
"70","1200435","SANTA ROSA DO PURUS","3"
"71","1200450","SENADOR GUIOMARD","3"
"72","1200500","SENA MADUREIRA","3"
"73","1200609","TARAUACÁ","3"
"74","1200708","XAPURI","3"
"75","1200807","PORTO ACRE","3"
"76","1300029","ALVARÃES","4"
"77","1300060","AMATURÁ","4"
"78","1300086","ANAMÃ","4"
"79","1300102","ANORI","4"
"80","1300144","APUÍ","4"
"81","1300201","ATALAIA DO NORTE","4"
"82","1300300","AUTAZES","4"
"83","1300409","BARCELOS","4"
"84","1300508","BARREIRINHA","4"
"85","1300607","BENJAMIN CONSTANT","4"
"86","1300631","BERURI","4"
"87","1300680","BOA VISTA DO RAMOS","4"
"88","1300706","BOCA DO ACRE","4"
"89","1300805","BORBA","4"
"90","1300839","CAAPIRANGA","4"
"91","1300904","CANUTAMA","4"
"92","1301001","CARAUARI","4"
"93","1301100","CAREIRO","4"
"94","1301159","CAREIRO DA VÁRZEA","4"
"95","1301209","COARI","4"
"96","1301308","CODAJÁS","4"
"97","1301407","EIRUNEPÉ","4"
"98","1301506","ENVIRA","4"
"99","1301605","FONTE BOA","4"
"100","1301654","GUAJARÁ","4"
"101","1301704","HUMAITÁ","4"
"102","1301803","IPIXUNA","4"
"103","1301852","IRANDUBA","4"
"104","1301902","ITACOATIARA","4"
"105","1301951","ITAMARATI","4"
"106","1302009","ITAPIRANGA","4"
"107","1302108","JAPURÁ","4"
"108","1302207","JURUÁ","4"
"109","1302306","JUTAÍ","4"
"110","1302405","LÁBREA","4"
"111","1302504","MANACAPURU","4"
"112","1302553","MANAQUIRI","4"
"113","1302603","MANAUS","4"
"114","1302702","MANICORÉ","4"
"115","1302801","MARAÃ","4"
"116","1302900","MAUÉS","4"
"117","1303007","NHAMUNDÁ","4"
"118","1303106","NOVA OLINDA DO NORTE","4"
"119","1303205","NOVO AIRÃO","4"
"120","1303304","NOVO ARIPUANÃ","4"
"121","1303403","PARINTINS","4"
"122","1303502","PAUINI","4"
"123","1303536","PRESIDENTE FIGUEIREDO","4"
"124","1303569","RIO PRETO DA EVA","4"
"125","1303601","SANTA ISABEL DO RIO NEGRO","4"
"126","1303700","SANTO ANTÔNIO DO IÇÁ","4"
"127","1303809","SÃO GABRIEL DA CACHOEIRA","4"
"128","1303908","SÃO PAULO DE OLIVENÇA","4"
"129","1303957","SÃO SEBASTIÃO DO UATUMÃ","4"
"130","1304005","SILVES","4"
"131","1304062","TABATINGA","4"
"132","1304104","TAPAUÁ","4"
"133","1304203","TEFÉ","4"
"134","1304237","TONANTINS","4"
"135","1304260","UARINI","4"
"136","1304302","URUCARÁ","4"
"137","1304401","URUCURITUBA","4"
"138","1400027","AMAJARI","5"
"139","1400050","ALTO ALEGRE","5"
"140","1400100","BOA VISTA","5"
"141","1400159","BONFIM","5"
"142","1400175","CANTÁ","5"
"143","1400209","CARACARAÍ","5"
"144","1400233","CAROEBE","5"
"145","1400282","IRACEMA","5"
"146","1400308","MUCAJAÍ","5"
"147","1400407","NORMANDIA","5"
"148","1400456","PACARAIMA","5"
"149","1400472","RORAINÓPOLIS","5"
"150","1400506","SÃO JOÃO DA BALIZA","5"
"151","1400605","SÃO LUIZ","5"
"152","1400704","UIRAMUTÃ","5"
"153","1500107","ABAETETUBA","6"
"154","1500131","ABEL FIGUEIREDO","6"
"155","1500206","ACARÁ","6"
"156","1500305","AFUÁ","6"
"157","1500347","ÁGUA AZUL DO NORTE","6"
"158","1500404","ALENQUER","6"
"159","1500503","ALMEIRIM","6"
"160","1500602","ALTAMIRA","6"
"161","1500701","ANAJÁS","6"
"162","1500800","ANANINDEUA","6"
"163","1500859","ANAPU","6"
"164","1500909","AUGUSTO CORRÊA","6"
"165","1500958","AURORA DO PARÁ","6"
"166","1501006","AVEIRO","6"
"167","1501105","BAGRE","6"
"168","1501204","BAIÃO","6"
"169","1501253","BANNACH","6"
"170","1501303","BARCARENA","6"
"171","1501402","BELÉM","6"
"172","1501451","BELTERRA","6"
"173","1501501","BENEVIDES","6"
"174","1501576","BOM JESUS DO TOCANTINS","6"
"175","1501600","BONITO","6"
"176","1501709","BRAGANÇA","6"
"177","1501725","BRASIL NOVO","6"
"178","1501758","BREJO GRANDE DO ARAGUAIA","6"
"179","1501782","BREU BRANCO","6"
"180","1501808","BREVES","6"
"181","1501907","BUJARU","6"
"182","1501956","CACHOEIRA DO PIRIÁ","6"
"183","1502004","CACHOEIRA DO ARARI","6"
"184","1502103","CAMETÁ","6"
"185","1502152","CANAÃ DOS CARAJÁS","6"
"186","1502202","CAPANEMA","6"
"187","1502301","CAPITÃO POÇO","6"
"188","1502400","CASTANHAL","6"
"189","1502509","CHAVES","6"
"190","1502608","COLARES","6"
"191","1502707","CONCEIÇÃO DO ARAGUAIA","6"
"192","1502756","CONCÓRDIA DO PARÁ","6"
"193","1502764","CUMARU DO NORTE","6"
"194","1502772","CURIONÓPOLIS","6"
"195","1502806","CURRALINHO","6"
"196","1502855","CURUÁ","6"
"197","1502905","CURUÇÁ","6"
"198","1502939","DOM ELISEU","6"
"199","1502954","ELDORADO DOS CARAJÁS","6"
"200","1503002","FARO","6"
"201","1503044","FLORESTA DO ARAGUAIA","6"
"202","1503077","GARRAFÃO DO NORTE","6"
"203","1503093","GOIANÉSIA DO PARÁ","6"
"204","1503101","GURUPÁ","6"
"205","1503200","IGARAPÉ-AÇU","6"
"206","1503309","IGARAPÉ-MIRI","6"
"207","1503408","INHANGAPI","6"
"208","1503457","IPIXUNA DO PARÁ","6"
"209","1503507","IRITUIA","6"
"210","1503606","ITAITUBA","6"
"211","1503705","ITUPIRANGA","6"
"212","1503754","JACAREACANGA","6"
"213","1503804","JACUNDÁ","6"
"214","1503903","JURUTI","6"
"215","1504000","LIMOEIRO DO AJURU","6"
"216","1504059","MÃE DO RIO","6"
"217","1504109","MAGALHÃES BARATA","6"
"218","1504208","MARABÁ","6"
"219","1504307","MARACANÃ","6"
"220","1504406","MARAPANIM","6"
"221","1504422","MARITUBA","6"
"222","1504455","MEDICILÂNDIA","6"
"223","1504505","MELGAÇO","6"
"224","1504604","MOCAJUBA","6"
"225","1504703","MOJU","6"
"226","1504802","MONTE ALEGRE","6"
"227","1504901","MUANÁ","6"
"228","1504950","NOVA ESPERANÇA DO PIRIÁ","6"
"229","1504976","NOVA IPIXUNA","6"
"230","1505007","NOVA TIMBOTEUA","6"
"231","1505031","NOVO PROGRESSO","6"
"232","1505064","NOVO REPARTIMENTO","6"
"233","1505106","ÓBIDOS","6"
"234","1505205","OEIRAS DO PARÁ","6"
"235","1505304","ORIXIMINÁ","6"
"236","1505403","OURÉM","6"
"237","1505437","OURILÂNDIA DO NORTE","6"
"238","1505486","PACAJÁ","6"
"239","1505494","PALESTINA DO PARÁ","6"
"240","1505502","PARAGOMINAS","6"
"241","1505536","PARAUAPEBAS","6"
"242","1505551","PAU D'ARCO","6"
"243","1505601","PEIXE-BOI","6"
"244","1505635","PIÇARRA","6"
"245","1505650","PLACAS","6"
"246","1505700","PONTA DE PEDRAS","6"
"247","1505809","PORTEL","6"
"248","1505908","PORTO DE MOZ","6"
"249","1506005","PRAINHA","6"
"250","1506104","PRIMAVERA","6"
"251","1506112","QUATIPURU","6"
"252","1506138","REDENÇÃO","6"
"253","1506161","RIO MARIA","6"
"254","1506187","RONDON DO PARÁ","6"
"255","1506195","RURÓPOLIS","6"
"256","1506203","SALINÓPOLIS","6"
"257","1506302","SALVATERRA","6"
"258","1506351","SANTA BÁRBARA DO PARÁ","6"
"259","1506401","SANTA CRUZ DO ARARI","6"
"260","1506500","SANTA ISABEL DO PARÁ","6"
"261","1506559","SANTA LUZIA DO PARÁ","6"
"262","1506583","SANTA MARIA DAS BARREIRAS","6"
"263","1506609","SANTA MARIA DO PARÁ","6"
"264","1506708","SANTANA DO ARAGUAIA","6"
"265","1506807","SANTARÉM","6"
"266","1506906","SANTARÉM NOVO","6"
"267","1507003","SANTO ANTÔNIO DO TAUÁ","6"
"268","1507102","SÃO CAETANO DE ODIVELAS","6"
"269","1507151","SÃO DOMINGOS DO ARAGUAIA","6"
"270","1507201","SÃO DOMINGOS DO CAPIM","6"
"271","1507300","SÃO FÉLIX DO XINGU","6"
"272","1507409","SÃO FRANCISCO DO PARÁ","6"
"273","1507458","SÃO GERALDO DO ARAGUAIA","6"
"274","1507466","SÃO JOÃO DA PONTA","6"
"275","1507474","SÃO JOÃO DE PIRABAS","6"
"276","1507508","SÃO JOÃO DO ARAGUAIA","6"
"277","1507607","SÃO MIGUEL DO GUAMÁ","6"
"278","1507706","SÃO SEBASTIÃO DA BOA VISTA","6"
"279","1507755","SAPUCAIA","6"
"280","1507805","SENADOR JOSÉ PORFÍRIO","6"
"281","1507904","SOURE","6"
"282","1507953","TAILÂNDIA","6"
"283","1507961","TERRA ALTA","6"
"284","1507979","TERRA SANTA","6"
"285","1508001","TOMÉ-AÇU","6"
"286","1508035","TRACUATEUA","6"
"287","1508050","TRAIRÃO","6"
"288","1508084","TUCUMÃ","6"
"289","1508100","TUCURUÍ","6"
"290","1508126","ULIANÓPOLIS","6"
"291","1508159","URUARÁ","6"
"292","1508209","VIGIA","6"
"293","1508308","VISEU","6"
"294","1508357","VITÓRIA DO XINGU","6"
"295","1508407","XINGUARA","6"
"296","1600055","SERRA DO NAVIO","7"
"297","1600105","AMAPÁ","7"
"298","1600154","PEDRA BRANCA DO AMAPARI","7"
"299","1600204","CALÇOENE","7"
"300","1600212","CUTIAS","7"
"301","1600238","FERREIRA GOMES","7"
"302","1600253","ITAUBAL","7"
"303","1600279","LARANJAL DO JARI","7"
"304","1600303","MACAPÁ","7"
"305","1600402","MAZAGÃO","7"
"306","1600501","OIAPOQUE","7"
"307","1600535","PORTO GRANDE","7"
"308","1600550","PRACUÚBA","7"
"309","1600600","SANTANA","7"
"310","1600709","TARTARUGALZINHO","7"
"311","1600808","VITÓRIA DO JARI","7"
"312","1700251","ABREULÂNDIA","8"
"313","1700301","AGUIARNÓPOLIS","8"
"314","1700350","ALIANÇA DO TOCANTINS","8"
"315","1700400","ALMAS","8"
"316","1700707","ALVORADA","8"
"317","1701002","ANANÁS","8"
"318","1701051","ANGICO","8"
"319","1701101","APARECIDA DO RIO NEGRO","8"
"320","1701309","ARAGOMINAS","8"
"321","1701903","ARAGUACEMA","8"
"322","1702000","ARAGUAÇU","8"
"323","1702109","ARAGUAÍNA","8"
"324","1702158","ARAGUANÃ","8"
"325","1702208","ARAGUATINS","8"
"326","1702307","ARAPOEMA","8"
"327","1702406","ARRAIAS","8"
"328","1702554","AUGUSTINÓPOLIS","8"
"329","1702703","AURORA DO TOCANTINS","8"
"330","1702901","AXIXÁ DO TOCANTINS","8"
"331","1703008","BABAÇULÂNDIA","8"
"332","1703057","BANDEIRANTES DO TOCANTINS","8"
"333","1703073","BARRA DO OURO","8"
"334","1703107","BARROLÂNDIA","8"
"335","1703206","BERNARDO SAYÃO","8"
"336","1703305","BOM JESUS DO TOCANTINS","8"
"337","1703602","BRASILÂNDIA DO TOCANTINS","8"
"338","1703701","BREJINHO DE NAZARÉ","8"
"339","1703800","BURITI DO TOCANTINS","8"
"340","1703826","CACHOEIRINHA","8"
"341","1703842","CAMPOS LINDOS","8"
"342","1703867","CARIRI DO TOCANTINS","8"
"343","1703883","CARMOLÂNDIA","8"
"344","1703891","CARRASCO BONITO","8"
"345","1703909","CASEARA","8"
"346","1704105","CENTENÁRIO","8"
"347","1704600","CHAPADA DE AREIA","8"
"348","1705102","CHAPADA DA NATIVIDADE","8"
"349","1705508","COLINAS DO TOCANTINS","8"
"350","1705557","COMBINADO","8"
"351","1705607","CONCEIÇÃO DO TOCANTINS","8"
"352","1706001","COUTO DE MAGALHÃES","8"
"353","1706100","CRISTALÂNDIA","8"
"354","1706258","CRIXÁS DO TOCANTINS","8"
"355","1706506","DARCINÓPOLIS","8"
"356","1707009","DIANÓPOLIS","8"
"357","1707108","DIVINÓPOLIS DO TOCANTINS","8"
"358","1707207","DOIS IRMÃOS DO TOCANTINS","8"
"359","1707306","DUERÉ","8"
"360","1707405","ESPERANTINA","8"
"361","1707553","FÁTIMA","8"
"362","1707652","FIGUEIRÓPOLIS","8"
"363","1707702","FILADÉLFIA","8"
"364","1708205","FORMOSO DO ARAGUAIA","8"
"365","1708254","FORTALEZA DO TABOCÃO","8"
"366","1708304","GOIANORTE","8"
"367","1709005","GOIATINS","8"
"368","1709302","GUARAÍ","8"
"369","1709500","GURUPI","8"
"370","1709807","IPUEIRAS","8"
"371","1710508","ITACAJÁ","8"
"372","1710706","ITAGUATINS","8"
"373","1710904","ITAPIRATINS","8"
"374","1711100","ITAPORÃ DO TOCANTINS","8"
"375","1711506","JAÚ DO TOCANTINS","8"
"376","1711803","JUARINA","8"
"377","1711902","LAGOA DA CONFUSÃO","8"
"378","1711951","LAGOA DO TOCANTINS","8"
"379","1712009","LAJEADO","8"
"380","1712157","LAVANDEIRA","8"
"381","1712405","LIZARDA","8"
"382","1712454","LUZINÓPOLIS","8"
"383","1712504","MARIANÓPOLIS DO TOCANTINS","8"
"384","1712702","MATEIROS","8"
"385","1712801","MAURILÂNDIA DO TOCANTINS","8"
"386","1713205","MIRACEMA DO TOCANTINS","8"
"387","1713304","MIRANORTE","8"
"388","1713601","MONTE DO CARMO","8"
"389","1713700","MONTE SANTO DO TOCANTINS","8"
"390","1713809","PALMEIRAS DO TOCANTINS","8"
"391","1713957","MURICILÂNDIA","8"
"392","1714203","NATIVIDADE","8"
"393","1714302","NAZARÉ","8"
"394","1714880","NOVA OLINDA","8"
"395","1715002","NOVA ROSALÂNDIA","8"
"396","1715101","NOVO ACORDO","8"
"397","1715150","NOVO ALEGRE","8"
"398","1715259","NOVO JARDIM","8"
"399","1715507","OLIVEIRA DE FÁTIMA","8"
"400","1715705","PALMEIRANTE","8"
"401","1715754","PALMEIRÓPOLIS","8"
"402","1716109","PARAÍSO DO TOCANTINS","8"
"403","1716208","PARANÃ","8"
"404","1716307","PAU D'ARCO","8"
"405","1716505","PEDRO AFONSO","8"
"406","1716604","PEIXE","8"
"407","1716653","PEQUIZEIRO","8"
"408","1716703","COLMÉIA","8"
"409","1717008","PINDORAMA DO TOCANTINS","8"
"410","1717206","PIRAQUÊ","8"
"411","1717503","PIUM","8"
"412","1717800","PONTE ALTA DO BOM JESUS","8"
"413","1717909","PONTE ALTA DO TOCANTINS","8"
"414","1718006","PORTO ALEGRE DO TOCANTINS","8"
"415","1718204","PORTO NACIONAL","8"
"416","1718303","PRAIA NORTE","8"
"417","1718402","PRESIDENTE KENNEDY","8"
"418","1718451","PUGMIL","8"
"419","1718501","RECURSOLÂNDIA","8"
"420","1718550","RIACHINHO","8"
"421","1718659","RIO DA CONCEIÇÃO","8"
"422","1718709","RIO DOS BOIS","8"
"423","1718758","RIO SONO","8"
"424","1718808","SAMPAIO","8"
"425","1718840","SANDOLÂNDIA","8"
"426","1718865","SANTA FÉ DO ARAGUAIA","8"
"427","1718881","SANTA MARIA DO TOCANTINS","8"
"428","1718899","SANTA RITA DO TOCANTINS","8"
"429","1718907","SANTA ROSA DO TOCANTINS","8"
"430","1719004","SANTA TEREZA DO TOCANTINS","8"
"431","1720002","SANTA TEREZINHA DO TOCANTINS","8"
"432","1720101","SÃO BENTO DO TOCANTINS","8"
"433","1720150","SÃO FÉLIX DO TOCANTINS","8"
"434","1720200","SÃO MIGUEL DO TOCANTINS","8"
"435","1720259","SÃO SALVADOR DO TOCANTINS","8"
"436","1720309","SÃO SEBASTIÃO DO TOCANTINS","8"
"437","1720499","SÃO VALÉRIO DA NATIVIDADE","8"
"438","1720655","SILVANÓPOLIS","8"
"439","1720804","SÍTIO NOVO DO TOCANTINS","8"
"440","1720853","SUCUPIRA","8"
"441","1720903","TAGUATINGA","8"
"442","1720937","TAIPAS DO TOCANTINS","8"
"443","1720978","TALISMÃ","8"
"444","1721000","PALMAS","8"
"445","1721109","TOCANTÍNIA","8"
"446","1721208","TOCANTINÓPOLIS","8"
"447","1721257","TUPIRAMA","8"
"448","1721307","TUPIRATINS","8"
"449","1722081","WANDERLÂNDIA","8"
"450","1722107","XAMBIOÁ","8"
"451","2100055","AÇAILÂNDIA","9"
"452","2100105","AFONSO CUNHA","9"
"453","2100154","ÁGUA DOCE DO MARANHÃO","9"
"454","2100204","ALCÂNTARA","9"
"455","2100303","ALDEIAS ALTAS","9"
"456","2100402","ALTAMIRA DO MARANHÃO","9"
"457","2100436","ALTO ALEGRE DO MARANHÃO","9"
"458","2100477","ALTO ALEGRE DO PINDARÉ","9"
"459","2100501","ALTO PARNAÍBA","9"
"460","2100550","AMAPÁ DO MARANHÃO","9"
"461","2100600","AMARANTE DO MARANHÃO","9"
"462","2100709","ANAJATUBA","9"
"463","2100808","ANAPURUS","9"
"464","2100832","APICUM-AÇU","9"
"465","2100873","ARAGUANÃ","9"
"466","2100907","ARAIOSES","9"
"467","2100956","ARAME","9"
"468","2101004","ARARI","9"
"469","2101103","AXIXÁ","9"
"470","2101202","BACABAL","9"
"471","2101251","BACABEIRA","9"
"472","2101301","BACURI","9"
"473","2101350","BACURITUBA","9"
"474","2101400","BALSAS","9"
"475","2101509","BARÃO DE GRAJAÚ","9"
"476","2101608","BARRA DO CORDA","9"
"477","2101707","BARREIRINHAS","9"
"478","2101731","BELÁGUA","9"
"479","2101772","BELA VISTA DO MARANHÃO","9"
"480","2101806","BENEDITO LEITE","9"
"481","2101905","BEQUIMÃO","9"
"482","2101939","BERNARDO DO MEARIM","9"
"483","2101970","BOA VISTA DO GURUPI","9"
"484","2102002","BOM JARDIM","9"
"485","2102036","BOM JESUS DAS SELVAS","9"
"486","2102077","BOM LUGAR","9"
"487","2102101","BREJO","9"
"488","2102150","BREJO DE AREIA","9"
"489","2102200","BURITI","9"
"490","2102309","BURITI BRAVO","9"
"491","2102325","BURITICUPU","9"
"492","2102358","BURITIRANA","9"
"493","2102374","CACHOEIRA GRANDE","9"
"494","2102408","CAJAPIÓ","9"
"495","2102507","CAJARI","9"
"496","2102556","CAMPESTRE DO MARANHÃO","9"
"497","2102606","CÂNDIDO MENDES","9"
"498","2102705","CANTANHEDE","9"
"499","2102754","CAPINZAL DO NORTE","9"
"500","2102804","CAROLINA","9"
"501","2102903","CARUTAPERA","9"
"502","2103000","CAXIAS","9"
"503","2103109","CEDRAL","9"
"504","2103125","CENTRAL DO MARANHÃO","9"
"505","2103158","CENTRO DO GUILHERME","9"
"506","2103174","CENTRO NOVO DO MARANHÃO","9"
"507","2103208","CHAPADINHA","9"
"508","2103257","CIDELÂNDIA","9"
"509","2103307","CODÓ","9"
"510","2103406","COELHO NETO","9"
"511","2103505","COLINAS","9"
"512","2103554","CONCEIÇÃO DO LAGO-AÇU","9"
"513","2103604","COROATÁ","9"
"514","2103703","CURURUPU","9"
"515","2103752","DAVINÓPOLIS","9"
"516","2103802","DOM PEDRO","9"
"517","2103901","DUQUE BACELAR","9"
"518","2104008","ESPERANTINÓPOLIS","9"
"519","2104057","ESTREITO","9"
"520","2104073","FEIRA NOVA DO MARANHÃO","9"
"521","2104081","FERNANDO FALCÃO","9"
"522","2104099","FORMOSA DA SERRA NEGRA","9"
"523","2104107","FORTALEZA DOS NOGUEIRAS","9"
"524","2104206","FORTUNA","9"
"525","2104305","GODOFREDO VIANA","9"
"526","2104404","GONÇALVES DIAS","9"
"527","2104503","GOVERNADOR ARCHER","9"
"528","2104552","GOVERNADOR EDISON LOBÃO","9"
"529","2104602","GOVERNADOR EUGÊNIO BARROS","9"
"530","2104628","GOVERNADOR LUIZ ROCHA","9"
"531","2104651","GOVERNADOR NEWTON BELLO","9"
"532","2104677","GOVERNADOR NUNES FREIRE","9"
"533","2104701","GRAÇA ARANHA","9"
"534","2104800","GRAJAÚ","9"
"535","2104909","GUIMARÃES","9"
"536","2105005","HUMBERTO DE CAMPOS","9"
"537","2105104","ICATU","9"
"538","2105153","IGARAPÉ DO MEIO","9"
"539","2105203","IGARAPÉ GRANDE","9"
"540","2105302","IMPERATRIZ","9"
"541","2105351","ITAIPAVA DO GRAJAÚ","9"
"542","2105401","ITAPECURU MIRIM","9"
"543","2105427","ITINGA DO MARANHÃO","9"
"544","2105450","JATOBÁ","9"
"545","2105476","JENIPAPO DOS VIEIRAS","9"
"546","2105500","JOÃO LISBOA","9"
"547","2105609","JOSELÂNDIA","9"
"548","2105658","JUNCO DO MARANHÃO","9"
"549","2105708","LAGO DA PEDRA","9"
"550","2105807","LAGO DO JUNCO","9"
"551","2105906","LAGO VERDE","9"
"552","2105922","LAGOA DO MATO","9"
"553","2105948","LAGO DOS RODRIGUES","9"
"554","2105963","LAGOA GRANDE DO MARANHÃO","9"
"555","2105989","LAJEADO NOVO","9"
"556","2106003","LIMA CAMPOS","9"
"557","2106102","LORETO","9"
"558","2106201","LUÍS DOMINGUES","9"
"559","2106300","MAGALHÃES DE ALMEIDA","9"
"560","2106326","MARACAÇUMÉ","9"
"561","2106359","MARAJÁ DO SENA","9"
"562","2106375","MARANHÃOZINHO","9"
"563","2106409","MATA ROMA","9"
"564","2106508","MATINHA","9"
"565","2106607","MATÕES","9"
"566","2106631","MATÕES DO NORTE","9"
"567","2106672","MILAGRES DO MARANHÃO","9"
"568","2106706","MIRADOR","9"
"569","2106755","MIRANDA DO NORTE","9"
"570","2106805","MIRINZAL","9"
"571","2106904","MONÇÃO","9"
"572","2107001","MONTES ALTOS","9"
"573","2107100","MORROS","9"
"574","2107209","NINA RODRIGUES","9"
"575","2107258","NOVA COLINAS","9"
"576","2107308","NOVA IORQUE","9"
"577","2107357","NOVA OLINDA DO MARANHÃO","9"
"578","2107407","OLHO D'ÁGUA DAS CUNHÃS","9"
"579","2107456","OLINDA NOVA DO MARANHÃO","9"
"580","2107506","PAÇO DO LUMIAR","9"
"581","2107605","PALMEIRÂNDIA","9"
"582","2107704","PARAIBANO","9"
"583","2107803","PARNARAMA","9"
"584","2107902","PASSAGEM FRANCA","9"
"585","2108009","PASTOS BONS","9"
"586","2108058","PAULINO NEVES","9"
"587","2108108","PAULO RAMOS","9"
"588","2108207","PEDREIRAS","9"
"589","2108256","PEDRO DO ROSÁRIO","9"
"590","2108306","PENALVA","9"
"591","2108405","PERI MIRIM","9"
"592","2108454","PERITORÓ","9"
"593","2108504","PINDARÉ-MIRIM","9"
"594","2108603","PINHEIRO","9"
"595","2108702","PIO XII","9"
"596","2108801","PIRAPEMAS","9"
"597","2108900","POÇÃO DE PEDRAS","9"
"598","2109007","PORTO FRANCO","9"
"599","2109056","PORTO RICO DO MARANHÃO","9"
"600","2109106","PRESIDENTE DUTRA","9"
"601","2109205","PRESIDENTE JUSCELINO","9"
"602","2109239","PRESIDENTE MÉDICI","9"
"603","2109270","PRESIDENTE SARNEY","9"
"604","2109304","PRESIDENTE VARGAS","9"
"605","2109403","PRIMEIRA CRUZ","9"
"606","2109452","RAPOSA","9"
"607","2109502","RIACHÃO","9"
"608","2109551","RIBAMAR FIQUENE","9"
"609","2109601","ROSÁRIO","9"
"610","2109700","SAMBAÍBA","9"
"611","2109759","SANTA FILOMENA DO MARANHÃO","9"
"612","2109809","SANTA HELENA","9"
"613","2109908","SANTA INÊS","9"
"614","2110005","SANTA LUZIA","9"
"615","2110039","SANTA LUZIA DO PARUÁ","9"
"616","2110104","SANTA QUITÉRIA DO MARANHÃO","9"
"617","2110203","SANTA RITA","9"
"618","2110237","SANTANA DO MARANHÃO","9"
"619","2110278","SANTO AMARO DO MARANHÃO","9"
"620","2110302","SANTO ANTÔNIO DOS LOPES","9"
"621","2110401","SÃO BENEDITO DO RIO PRETO","9"
"622","2110500","SÃO BENTO","9"
"623","2110609","SÃO BERNARDO","9"
"624","2110658","SÃO DOMINGOS DO AZEITÃO","9"
"625","2110708","SÃO DOMINGOS DO MARANHÃO","9"
"626","2110807","SÃO FÉLIX DE BALSAS","9"
"627","2110856","SÃO FRANCISCO DO BREJÃO","9"
"628","2110906","SÃO FRANCISCO DO MARANHÃO","9"
"629","2111003","SÃO JOÃO BATISTA","9"
"630","2111029","SÃO JOÃO DO CARÚ","9"
"631","2111052","SÃO JOÃO DO PARAÍSO","9"
"632","2111078","SÃO JOÃO DO SOTER","9"
"633","2111102","SÃO JOÃO DOS PATOS","9"
"634","2111201","SÃO JOSÉ DE RIBAMAR","9"
"635","2111250","SÃO JOSÉ DOS BASÍLIOS","9"
"636","2111300","SÃO LUÍS","9"
"637","2111409","SÃO LUÍS GONZAGA DO MARANHÃO","9"
"638","2111508","SÃO MATEUS DO MARANHÃO","9"
"639","2111532","SÃO PEDRO DA ÁGUA BRANCA","9"
"640","2111573","SÃO PEDRO DOS CRENTES","9"
"641","2111607","SÃO RAIMUNDO DAS MANGABEIRAS","9"
